,ID,Fuel Type Code,Access Code,Geocode Status,Latitude,Longitude,City,State,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Connector Types,EV Pricing,CNG Dispenser Num,LPG Nozzle Types
57909,198852,ELEC,public,GPS,44.506925,-73.083125,Essex Junction,VT,,,1.0,CHADEMO J1772COMBO,,,
57910,198853,ELEC,public,GPS,44.260688,-72.584852,Montpelier,VT,,,1.0,CHADEMO J1772COMBO,,,
57911,198854,ELEC,public,GPS,43.177776,-73.058042,Manchester Center,VT,,,1.0,CHADEMO J1772COMBO,,,
57918,198862,ELEC,public,GPS,41.078282,-73.466318,Darien,CT,,,1.0,CHADEMO J1772COMBO,,,
57919,198863,ELEC,public,GPS,41.068654,-73.545939,Stamford,CT,,,1.0,CHADEMO J1772COMBO,,,
57920,198864,ELEC,public,GPS,41.251801,-73.017784,Orange,CT,,,1.0,CHADEMO J1772COMBO,,,
57921,198865,ELEC,public,GPS,41.202742,-73.117486,Stratford,CT,,,1.0,CHADEMO J1772COMBO,,,
57922,198866,ELEC,public,GPS,41.256656,-73.684266,Katonah,NY,,,1.0,CHADEMO J1772COMBO,,,
57923,198867,ELEC,public,GPS,41.289986,-73.83073,Yorktown Heights,NY,,,1.0,CHADEMO J1772COMBO,,,
57933,198881,ELEC,public,GPS,44.44528,-73.114579,Williston,VT,,,1.0,CHADEMO J1772COMBO,,,
57938,198886,ELEC,public,GPS,41.344875,-73.756256,Baldwin Place,NY,,,1.0,CHADEMO J1772COMBO,,,
57940,198888,ELEC,public,GPS,41.32539,-73.686843,Somers,NY,,,1.0,CHADEMO J1772COMBO,,,
57941,198889,ELEC,public,GPS,41.412844,-73.667098,Carmel,NY,,,1.0,CHADEMO J1772COMBO,,,
57972,198927,ELEC,public,GPS,40.836184,-74.180578,Bloomfield,NJ,,,2.0,CHADEMO J1772COMBO,,,
57973,198928,ELEC,public,GPS,39.916321,-75.187504,Philadelphia,PA,,,9.0,CHADEMO J1772COMBO,,,
57978,198933,ELEC,public,GPS,43.606056,-72.98137,Rutland,VT,,,4.0,CHADEMO J1772COMBO,,,
57985,198940,ELEC,public,GPS,40.701938,-73.432671,Massapequa,NY,,,4.0,CHADEMO J1772COMBO,,,
58013,198968,ELEC,public,GPS,39.9752798,-75.1207073,Philadelphia,PA,,,2.0,CHADEMO J1772COMBO,,,
58014,198970,ELEC,public,GPS,42.311905,-71.429323,Framingham,MA,,,1.0,CHADEMO J1772COMBO,,,
58016,198972,ELEC,public,GPS,42.297166,-73.274269,Lee,MA,,,1.0,CHADEMO J1772COMBO,,,
58017,198973,ELEC,public,GPS,42.298432,-73.274941,Lee,MA,,,1.0,CHADEMO J1772COMBO,,,
58040,198997,ELEC,public,GPS,41.353572,-72.870574,North Haven,CT,,,12.0,CHADEMO J1772COMBO,,,
58045,199002,ELEC,public,GPS,40.633498,-80.049468,Wexford,PA,,,1.0,CHADEMO J1772COMBO,,,
58053,199010,ELEC,public,GPS,42.1138,-72.084988,Sturbridge,MA,,,4.0,CHADEMO J1772COMBO,,,
58057,199014,ELEC,public,GPS,40.927889,-72.706158,Riverhead,NY,,,2.0,CHADEMO J1772COMBO,,,
58063,199021,ELEC,public,GPS,40.837541,-74.178587,Bloomfield,NJ,,,2.0,CHADEMO J1772COMBO,,,
58066,199024,ELEC,public,GPS,42.140107,-72.024713,Charlton,MA,,,1.0,CHADEMO J1772COMBO,,,
58067,199025,ELEC,public,GPS,40.9114246,-73.779194,New Rochelle,NY,,,6.0,CHADEMO J1772COMBO,,,
58070,199034,ELEC,public,GPS,39.972132,-74.871044,Mount Laurel,NJ,,,6.0,CHADEMO J1772COMBO,,,
58100,199092,ELEC,public,GPS,42.336231,-71.088304,Boston,MA,,2.0,,J1772,,,
58101,199093,ELEC,public,GPS,42.336066,-71.088498,Boston,MA,,2.0,,J1772,,,
58102,199096,ELEC,public,GPS,42.336011,-71.088573,Boston,MA,,2.0,,J1772,,,
58114,199108,ELEC,public,GPS,40.714318,-73.953186,Brooklyn,NY,,6.0,,J1772,,,
58122,199130,ELEC,public,GPS,42.34866,-71.04194,Boston,MA,,1.0,,J1772,,,
58125,199133,ELEC,public,GPS,42.34862,-71.042321,Boston,MA,,1.0,,J1772,,,
58130,199145,ELEC,public,GPS,40.22355,-75.126444,Warrington,PA,,2.0,,J1772,,,
58132,199149,ELEC,public,GPS,42.573845,-71.41796,Westford,MA,,2.0,,J1772,,,
58133,199150,ELEC,public,GPS,42.57398,-71.41787,Westford,MA,,2.0,,J1772,,,
58134,199151,ELEC,public,GPS,42.57393,-71.4179,Westford,MA,,2.0,,J1772,,,
58135,199152,ELEC,public,GPS,42.57391,-71.417915,Westford,MA,,2.0,,J1772,,,
58136,199153,ELEC,public,GPS,42.56003,-71.43011,Westford,MA,,2.0,,J1772,,,
58137,199154,ELEC,public,GPS,42.560062,-71.43005,Westford,MA,,2.0,,J1772,,,
58138,199155,ELEC,public,GPS,42.56013,-71.42995,Westford,MA,,2.0,,J1772,,,
58147,199164,ELEC,public,GPS,42.365223,-71.59412,Marlborough,MA,,2.0,,J1772,,,
58148,199165,ELEC,public,GPS,42.365223,-71.5939,Marlborough,MA,,2.0,,J1772,,,
58149,199166,ELEC,public,GPS,42.365223,-71.59399,Marlborough,MA,,2.0,,J1772,,,
58150,199167,ELEC,public,GPS,42.365223,-71.594055,Marlborough,MA,,2.0,,J1772,,,
58170,199188,ELEC,public,GPS,42.101293,-75.836339,Binghamton,NY,,,4.0,CHADEMO J1772COMBO,,,
58183,199201,ELEC,public,GPS,40.80694,-73.238148,Hauppauge,NY,,,4.0,CHADEMO J1772COMBO,,,
58319,199365,ELEC,public,GPS,42.810888,-71.024799,Haverhill,MA,,2.0,,J1772,,,
58320,199366,ELEC,public,GPS,42.810961,-71.024792,Haverhill,MA,,2.0,,J1772,,,
58321,199367,ELEC,public,GPS,42.810905,-71.024759,Haverhill,MA,,2.0,,J1772,,,
58328,199375,ELEC,public,GPS,40.928873,-72.684689,Riverhead,NY,,2.0,,J1772,,,
58336,199385,ELEC,public,GPS,43.092247,-76.169671,Syracuse,NY,,,3.0,CHADEMO J1772COMBO,,,
58344,199405,ELEC,public,GPS,43.714492,-72.308587,Norwich,VT,,2.0,,J1772,,,
58345,199406,ELEC,public,GPS,42.25655,-71.33928,Natick,MA,,2.0,,J1772,,,
58354,199417,ELEC,public,GPS,41.741394,-71.115558,Fall River,MA,,2.0,,J1772,,,
58355,199418,ELEC,public,GPS,41.741413,-71.11555,Fall River,MA,,2.0,,J1772,,,
58356,199419,ELEC,public,GPS,41.740993,-71.1162,Fall River,MA,,2.0,,J1772,,,
58357,199420,ELEC,public,GPS,41.741432,-71.11559,Fall River,MA,,2.0,,J1772,,,
58358,199421,ELEC,public,GPS,41.741414,-71.115574,Fall River,MA,,2.0,,J1772,,,
58360,199426,ELEC,public,GPS,42.353786,-71.045049,Boston,MA,,2.0,,J1772,,,
58361,199427,ELEC,public,GPS,42.35379,-71.04503,Boston,MA,,2.0,,J1772,,,
58362,199428,ELEC,public,GPS,42.353782,-71.045033,Boston,MA,,2.0,,J1772,,,
58363,199429,ELEC,public,GPS,42.353778,-71.045024,Boston,MA,,2.0,,J1772,,,
58364,199430,ELEC,public,GPS,42.353775,-71.045018,Boston,MA,,2.0,,J1772,,,
58365,199431,ELEC,public,GPS,42.353774,-71.045009,Boston,MA,,2.0,,J1772,,,
58366,199432,ELEC,public,GPS,42.353769,-71.045071,Boston,MA,,2.0,,J1772,,,
58367,199433,ELEC,public,GPS,42.353795,-71.04506,Boston,MA,,2.0,,J1772,,,
58370,199438,ELEC,public,GPS,42.461266,-71.45736,Acton,MA,,2.0,,J1772,,,
58371,199439,ELEC,public,GPS,42.46124,-71.45731,Acton,MA,,2.0,,J1772,,,
58392,199473,ELEC,public,GPS,41.048086,-73.808495,Elmsford,NY,,2.0,,J1772,,,
58393,199474,ELEC,public,GPS,41.048088,-73.8085,Elmsford,NY,,2.0,,J1772,,,
58411,199494,ELEC,public,GPS,42.06246,-71.205909,Foxborough,MA,,2.0,,J1772,,,
58413,199496,ELEC,public,GPS,42.336122,-71.088441,Boston,MA,,2.0,,J1772,,,
58414,199497,ELEC,public,GPS,42.336175,-71.088363,Boston,MA,,2.0,,J1772,,,
58423,199508,ELEC,public,GPS,40.6567661818936,-74.0048016913848,Brooklyn,NY,,6.0,,J1772,,,
58425,199523,ELEC,public,GPS,42.211685,-71.18174,NORWOOD,MA,,2.0,,J1772,,,
58429,199527,ELEC,public,GPS,40.035353,-75.371049,Saint Davids,PA,,2.0,,J1772,,,
58430,199528,ELEC,public,GPS,40.035222,-75.371116,Saint Davids,PA,,2.0,,J1772,,,
58431,199529,ELEC,public,GPS,40.741064,-73.662146,New Hyde Park,NY,,,1.0,CHADEMO J1772COMBO,,,
58437,199561,ELEC,public,GPS,40.2913200131348,-79.3421195793746,East Latrobe,PA,,1.0,,J1772,,,
58438,199562,ELEC,public,GPS,40.2890992496259,-79.3624529557211,Latrobe,PA,,1.0,,J1772,,,
58439,199563,ELEC,public,GPS,40.2831644361583,-79.3867919283042,Latrobe,PA,,1.0,,J1772,,,
58440,199564,ELEC,public,GPS,40.2825870623686,-79.3857106845229,Latrobe,PA,,1.0,,J1772,,,
58587,200425,ELEC,public,GPS,40.31883,-75.1938,Chalfont,PA,,2.0,,J1772,,,
58591,200441,ELEC,public,GPS,41.02233517,-73.761947,White Plains,NY,,4.0,,J1772,Level 2: $0.59 per kWh,,
58605,200457,ELEC,public,GPS,42.248825,-73.7956,Hudson,NY,,2.0,,J1772,,,
58606,200458,ELEC,public,GPS,42.24875,-73.7955,Hudson,NY,,2.0,,J1772,,,
58621,200474,ELEC,public,GPS,40.839756,-73.943345,New York,NY,,2.0,,J1772,,,
58624,200490,ELEC,public,GPS,42.876493,-77.269362,Canandaigua,NY,,6.0,,J1772,Level 2: $0.59 per kWh,,
58626,200496,ELEC,public,GPS,41.00328,-72.29588,Sag Harbor,NY,,2.0,,J1772,,,
58627,200497,ELEC,public,GPS,42.328667,-71.097824,Boston,MA,,2.0,,J1772,,,
58636,200506,ELEC,public,GPS,42.289054,-71.809467,Worcester,MA,,2.0,,J1772,,,
58637,200507,ELEC,public,GPS,42.289103,-71.809453,Worcester,MA,,2.0,,J1772,,,
58646,200529,ELEC,public,GPS,40.175837,-74.630205,Hamilton Township,NJ,,,8.0,TESLA,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,
58656,200539,ELEC,public,GPS,40.20291197,-76.01592767,Bowmansville,PA,,,8.0,TESLA,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,
58678,200570,ELEC,public,GPS,42.507867,-70.896562,Salem,MA,,2.0,,J1772,,,
58698,200591,ELEC,public,GPS,40.31419,-75.13291,Doylestown,PA,,2.0,,J1772,,,
58702,200599,ELEC,public,GPS,40.875421459966,-73.8939407447884,Bronx,NY,,4.0,,J1772,,,
58703,200614,ELEC,public,GPS,42.518385,-71.137254,Woburn,MA,,,12.0,TESLA,,,
58707,200618,ELEC,public,GPS,40.6950092609193,-73.6833407980226,Franklin Square,NY,,2.0,,J1772,,,
58715,200627,ELEC,public,GPS,40.777905,-73.982299,New York,NY,,1.0,,J1772,Level 2: $0.59 per kWh,,
58716,200628,ELEC,private,GPS,40.950548,-73.8266787,Tuckahoe,NY,,2.0,,J1772,Level 2: $0.59 per kWh,,
58731,200646,ELEC,public,GPS,42.484427,-71.310351,Bedford,MA,,1.0,,J1772,,,
58740,200655,ELEC,public,GPS,40.189106,-80.212977,Washington,PA,,2.0,,J1772,,,
58764,200682,ELEC,public,GPS,40.314141,-75.132931,Doylestown,PA,,2.0,,J1772,,,
58766,200684,ELEC,public,GPS,43.086092,-73.781222,Saratoga,NY,,,4.0,CHADEMO J1772COMBO,,,
58767,200685,ELEC,public,GPS,42.937775,-74.191592,Amsterdam,NY,,,2.0,CHADEMO J1772COMBO,,,
58798,200729,ELEC,public,GPS,39.920852,-75.038857,Cherry Hill,NJ,,2.0,,J1772,,,
58799,200730,ELEC,public,GPS,39.920753,-75.03868,Cherry Hill,NJ,,2.0,,J1772,,,
58800,200731,ELEC,public,GPS,39.920844,-75.03861,Cherry Hill,NJ,,2.0,,J1772,,,
58801,200732,ELEC,public,GPS,39.920817,-75.038629,Cherry Hill,NJ,,2.0,,J1772,,,
58802,200733,ELEC,public,GPS,40.04347,-75.36614,Wayne,PA,,2.0,,J1772,,,
58882,200863,ELEC,public,GPS,42.174986,-72.57822,Chicopee,MA,,,12.0,TESLA,,,
58898,200881,ELEC,public,GPS,39.920844,-75.038621,Cherry Hill,NJ,,2.0,,J1772,,,
58904,200906,ELEC,public,GPS,40.378054,-75.926228,Reading,PA,,2.0,,J1772,,,
58914,200936,ELEC,public,GPS,42.44733,-71.224236,Lexington,MA,,2.0,,J1772,,,
58915,200937,ELEC,public,GPS,42.447315,-71.22416,Lexington,MA,,2.0,,J1772,,,
58916,200941,ELEC,public,GPS,42.436512,-71.2178,Lexington,MA,,2.0,,J1772,,,
58927,200956,ELEC,public,GPS,40.741604,-73.612939,Garden City,NY,,,12.0,TESLA,,,
58950,200985,ELEC,public,GPS,42.560003,-71.430089,Westford,MA,,2.0,,J1772,,,
58951,200987,ELEC,public,GPS,40.728283,-73.997251,New York,NY,,2.0,,J1772,,,
58952,200988,ELEC,public,GPS,40.72808,-73.99724,New York,NY,,2.0,,J1772,,,
58975,201018,ELEC,public,GPS,41.488881,-71.526435,Kingston,RI,,2.0,,J1772,,,
58980,201027,ELEC,public,GPS,40.036772,-75.141652,Philadelphia,PA,,2.0,,J1772,,,
58990,201038,ELEC,public,GPS,40.810911,-77.922639,State College,PA,,,4.0,CHADEMO J1772COMBO,,,
58996,201050,ELEC,public,GPS,39.927123,-75.14554,Philadelphia,PA,,,2.0,CHADEMO,Level 2: $0.36 per kWh,,
58997,201051,ELEC,public,GPS,42.706108,-73.200574,Williamstown,MA,,1.0,,J1772,FREE,,
59012,201069,ELEC,public,GPS,42.3385,-71.0862,Boston,MA,,2.0,,J1772,,,
59013,201070,ELEC,public,GPS,42.33848,-71.086225,Boston,MA,,2.0,,J1772,,,
59014,201071,ELEC,public,GPS,42.33845,-71.086262,Boston,MA,,2.0,,J1772,,,
59015,201072,ELEC,public,GPS,42.338411,-71.086303,Boston,MA,,2.0,,J1772,,,
59016,201073,ELEC,public,GPS,42.338534,-71.08616,Boston,MA,,2.0,,J1772,,,
59103,201186,ELEC,public,GPS,43.047512,-76.176803,Syracuse,NY,,2.0,,J1772,,,
59107,201193,ELEC,public,GPS,41.742215,-73.582737,Dover Plains,NY,,4.0,,J1772,Level 2: $0.59 per kWh,,
59109,201195,ELEC,public,GPS,41.299821,-72.374957,Old Saybrook,CT,,2.0,,J1772,Level 2: $0.69 per kWh,,
59117,201203,ELEC,public,GPS,41.025874,-73.628937,Greenwich,CT,,2.0,,J1772,,,
59121,201211,ELEC,public,GPS,42.350228,-71.04491,Boston,MA,,2.0,,J1772,,,
59122,201212,ELEC,public,GPS,42.350227,-71.044898,Boston,MA,,2.0,,J1772,,,
59123,201213,ELEC,public,GPS,42.35023,-71.044869,Boston,MA,,2.0,,J1772,,,
59124,201214,ELEC,public,GPS,42.350248,-71.044893,Boston,MA,,2.0,,J1772,,,
59125,201215,ELEC,public,GPS,42.350248,-71.04488,Boston,MA,,2.0,,J1772,,,
59126,201216,ELEC,public,GPS,42.350852,-71.045492,Boston,MA,,2.0,,J1772,,,
59145,201235,ELEC,public,GPS,42.35026,-71.044913,Boston,MA,,1.0,,J1772,,,
59146,201236,ELEC,public,GPS,42.350255,-71.044849,Boston,MA,,2.0,,J1772,,,
59147,201237,ELEC,public,GPS,42.350247,-71.044929,Boston,MA,,2.0,,J1772,,,
59148,201238,ELEC,public,GPS,42.350219,-71.044902,Boston,MA,,2.0,,J1772,,,
59152,201242,ELEC,public,GPS,42.350257,-71.044888,Boston,MA,,2.0,,J1772,,,
59156,201248,ELEC,public,GPS,40.539549,-79.831178,Pittsburgh,PA,,,6.0,CHADEMO J1772COMBO,,,
59192,201295,ELEC,public,GPS,43.217882,-77.758291,Spencerport,NY,,4.0,,J1772,Level 2: $0.69 per kWh,,
59207,201310,ELEC,public,GPS,40.933846,-75.100997,Columbia,NJ,,,8.0,TESLA,,,
59238,201355,ELEC,public,GPS,40.971234,-74.081007,Paramus,NJ,,2.0,,J1772,,,
59239,201356,ELEC,public,GPS,42.393041,-71.078019,Somerville,MA,,2.0,,J1772,,,
59240,201357,ELEC,public,GPS,42.392853,-71.077995,Somerville,MA,,2.0,,J1772,,,
59241,201358,ELEC,public,GPS,42.392784,-71.07793,Somerville,MA,,2.0,,J1772,,,
59242,201359,ELEC,public,GPS,40.552019,-74.33217,Edison,NJ,,2.0,,J1772,,,
59246,201364,ELEC,public,GPS,42.415348,-71.075264,Malden,MA,,2.0,,J1772,,,
59247,201365,ELEC,public,GPS,41.802999,-73.957188,West Park,NY,,2.0,,J1772,,,
59254,201380,ELEC,public,GPS,40.044816,-75.423959,Devon,PA,,,1.0,CHADEMO J1772COMBO,,,
59258,201384,ELEC,public,GPS,40.044895,-75.424028,Devon,PA,,2.0,,J1772,,,
59262,201388,ELEC,public,GPS,42.790096,-70.80866,Newbury,MA,,2.0,,J1772,,,
59309,201437,ELEC,public,GPS,40.904581,-74.258953,Wayne,NJ,,1.0,,J1772,,,
59311,201440,ELEC,public,GPS,41.7640491,-71.1104081,Fall River,MA,,2.0,,J1772,$2.00/Hr Parking Fee,,
59318,201447,ELEC,public,GPS,40.049764,-76.312575,Lancaster,PA,,2.0,,J1772,,,
59324,201454,ELEC,public,GPS,42.460247,-71.238106,Lexington,MA,,2.0,,J1772,,,
59325,201455,ELEC,public,GPS,42.46687,-73.394615,New Lebanon,NY,,2.0,,J1772,,,
59328,201458,ELEC,public,GPS,40.947205,-73.0679,Port Jefferson,NY,,2.0,,J1772,,,
59343,201480,ELEC,private,GPS,40.197847,-75.158329,Horsham,PA,,5.0,,J1772,Level 2: $0.21 per kWh,,
59354,201492,ELEC,public,GPS,40.106126,-75.947355,Narvon,PA,,2.0,,J1772,,,
59398,201570,ELEC,public,GPS,42.393833,-71.03283,Chelsea,MA,,2.0,,J1772,,,
59403,201581,ELEC,public,GPS,40.914787,-73.119613,Stony Brook,NY,,1.0,,J1772,,,
59418,201604,ELEC,public,GPS,42.08219,-80.09025,Erie,PA,,2.0,,J1772,,,
59421,201607,ELEC,public,GPS,42.277473,-71.76397,Worcester,MA,,2.0,,J1772,,,
59422,201608,ELEC,public,GPS,42.277508,-71.76424,Worcester,MA,,2.0,,J1772,,,
59423,201609,ELEC,public,GPS,42.27715,-71.76402,Worcester,MA,,2.0,,J1772,,,
59424,201610,ELEC,public,GPS,42.277508,-71.76422,Worcester,MA,,2.0,,J1772,,,
59425,201611,ELEC,public,GPS,42.277508,-71.76429,Worcester,MA,,2.0,,J1772,,,
59426,201612,ELEC,public,GPS,42.277504,-71.76412,Worcester,MA,,2.0,,J1772,,,
59427,201613,ELEC,public,GPS,42.27753,-71.76432,Worcester,MA,,2.0,,J1772,,,
59428,201614,ELEC,public,GPS,42.277477,-71.764046,Worcester,MA,,2.0,,J1772,,,
59429,201615,ELEC,public,GPS,42.27749,-71.76404,Worcester,MA,,2.0,,J1772,,,
59430,201616,ELEC,public,GPS,42.277504,-71.764145,Worcester,MA,,2.0,,J1772,,,
59431,201617,ELEC,public,GPS,42.277527,-71.764336,Worcester,MA,,2.0,,J1772,,,
59432,201618,ELEC,public,GPS,42.277493,-71.7641,Worcester,MA,,2.0,,J1772,,,
59433,201619,ELEC,public,GPS,42.277508,-71.76416,Worcester,MA,,2.0,,J1772,,,
59434,201620,ELEC,public,GPS,42.27753,-71.76438,Worcester,MA,,2.0,,J1772,,,
59435,201621,ELEC,public,GPS,42.277473,-71.763824,Worcester,MA,,2.0,,J1772,,,
59449,201636,ELEC,public,GPS,40.882337,-73.880265,Bronx,NY,,2.0,,J1772,,,
59472,201668,ELEC,public,GPS,40.744718,-73.61626,Carle Place,NY,,,12.0,TESLA,,,
59483,201679,ELEC,public,GPS,43.0262092601054,-73.7915860355799,Ballston Spa,NY,,,8.0,TESLA,,,
59541,201757,ELEC,public,GPS,42.0977666,-79.314426,Lakewood,NY,,1.0,,J1772,Level 2: $0.59 per kWh,,
59544,201762,ELEC,public,GPS,43.01063,-73.8644,Ballston Spa,NY,,2.0,,J1772,,,
59545,201763,ELEC,public,GPS,43.010703,-73.864368,Ballston Spa,NY,,2.0,,J1772,,,
59553,201775,ELEC,public,GPS,41.993038,-73.878435,Red Hook,NY,,2.0,,J1772,,,
59556,201778,ELEC,public,GPS,40.72061,-73.304546,West Islip,NY,,1.0,,J1772,,,
59576,201803,ELEC,public,GPS,40.073749,-75.308706,Conshohocken,PA,,2.0,,J1772,,,
59577,201804,ELEC,public,GPS,40.073773,-75.3087,Conshohocken,PA,,2.0,,J1772,,,
59579,201806,ELEC,public,GPS,40.073965,-75.308219,Conshohocken,PA,,2.0,,J1772,,,
59586,201818,ELEC,public,GPS,42.980373,-78.78906,Amherst,NY,,2.0,,J1772,,,
59587,201819,ELEC,public,GPS,42.980324,-78.78912,Amherst,NY,,2.0,,J1772,,,
59588,201820,ELEC,public,GPS,44.58539,-72.78111,Cambridge,VT,,2.0,,J1772,,,
59590,201822,ELEC,public,GPS,40.067646,-75.467125,Chesterbrook,PA,,2.0,,J1772,,,
59619,201857,ELEC,public,GPS,40.352407,-80.113334,Bridgeville,PA,,2.0,,J1772,Level 2: $0.49 per kWh,,
59625,201870,ELEC,public,GPS,40.762199,-73.969557,New York,NY,,1.0,,J1772,Level 2: $0.59 per kWh,,
59629,201874,ELEC,public,GPS,43.049503,-76.153039,Syracuse,NY,,14.0,,J1772,Level 2: $0.59 per kWh,,
59632,201878,ELEC,public,GPS,40.741065,-73.975788,New York,NY,,1.0,,J1772,Level 2: $0.59 per kWh,,
59633,201879,ELEC,public,GPS,42.7348,-78.838,Hamburg,NY,,2.0,,J1772,Level 2: $0.59 per kWh,,
59641,201888,ELEC,public,GPS,42.392902,-71.07811,Somerville,MA,,2.0,,J1772,,,
59642,201889,ELEC,public,GPS,42.392853,-71.078026,Somerville,MA,,1.0,,J1772,,,
59647,201898,ELEC,public,GPS,42.346708,-71.065795,Boston,MA,,1.0,,J1772,,,
59648,201899,ELEC,public,GPS,41.684973,-69.952315,Chatham,MA,,2.0,,J1772,,,
59650,201902,ELEC,public,GPS,41.68478,-69.9528,Chatham,MA,,2.0,,J1772,,,
59676,201930,ELEC,public,GPS,40.006811,-74.860835,Westampton,NJ,,,8.0,TESLA,,,
59677,201931,ELEC,public,GPS,40.219356,-75.247211,North Wales,PA,,,8.0,TESLA,,,
59688,201942,ELEC,public,GPS,42.299870863652,-71.3851350416711,Natick,MA,,2.0,,J1772,FREE,,
59689,201943,ELEC,public,GPS,39.9284443984278,-75.1423501733105,Philadelphia,PA,,2.0,,J1772,FREE,,
59694,201948,ELEC,public,GPS,40.15108,-77.130532,Boiling Spring,PA,,2.0,,J1772,Level 2: $0.35 per kWh,,
59695,201949,ELEC,public,GPS,42.0770609,-78.4635454,Jamestown,NY,,2.0,,J1772,Level 2: $0.59 per kWh,,
59696,201950,ELEC,public,GPS,42.3851952,-71.0151003,East Boston,MA,,7.0,,J1772,$0.18/kWh Energy Fee,,
59716,201978,ELEC,public,GPS,41.911181,-70.731335,Plymouth,MA,,2.0,,J1772,,,
59717,201980,ELEC,public,GPS,42.120433,-72.574555,Springfield,MA,,2.0,,J1772,,,
59719,201987,ELEC,public,GPS,43.429993,-73.71186,Lake George,NY,,2.0,,J1772,,,
59736,202015,ELEC,public,GPS,44.440117,-73.209008,South Burlington,VT,,2.0,,J1772,,,
59771,202055,ELEC,public,GPS,40.700039,-73.941261,Brooklyn,NY,,2.0,,J1772,,,
59780,202070,LPG,public,GPS,40.22537179596966,-75.05523178042603,Ivyland,PA,,,,,,,"[""ACME"", ""QUICK_CONNECT""]"
59786,202078,ELEC,public,GPS,42.152992,-70.83748,Norwell,MA,,2.0,,J1772,,,
59790,202082,ELEC,public,GPS,40.379239,-74.309297,Old Bridge,NJ,,2.0,,J1772,,,
59792,202085,ELEC,public,GPS,41.919599,-70.718331,Plymouth,MA,,2.0,,J1772,,,
59793,202086,ELEC,public,GPS,41.88782,-70.540869,Plymouth,MA,,2.0,,J1772,,,
59794,202091,ELEC,public,GPS,41.67899,-70.94723,New Bedford,MA,,2.0,,J1772,,,
59795,202092,ELEC,public,GPS,41.67897,-70.94704,New Bedford,MA,,2.0,,J1772,,,
59796,202093,ELEC,public,GPS,41.678967,-70.94717,New Bedford,MA,,2.0,,J1772,,,
59797,202094,ELEC,public,GPS,41.678978,-70.94709,New Bedford,MA,,2.0,,J1772,,,
59798,202095,ELEC,public,GPS,41.70487,-70.07666,Harwich,MA,,2.0,,J1772,,,
59799,202096,ELEC,public,GPS,41.704823,-70.07663,Harwich,MA,,2.0,,J1772,,,
59800,202097,ELEC,public,GPS,42.587418,-70.95445,Danvers,MA,,2.0,,J1772,,,
59801,202098,ELEC,public,GPS,42.587402,-70.954506,Danvers,MA,,2.0,,J1772,,,
59802,202099,ELEC,public,GPS,42.277465,-71.763876,Worcester,MA,,2.0,,J1772,,,
59815,202113,ELEC,public,GPS,42.338382,-71.086653,Boston,MA,,1.0,,J1772,,,
59816,202114,ELEC,public,GPS,42.3385,-71.086312,Boston,MA,,1.0,,J1772,,,
59817,202115,ELEC,public,GPS,42.338354,-71.086482,Boston,MA,,1.0,,J1772,,,
59818,202116,ELEC,public,GPS,42.338383,-71.086459,Boston,MA,,1.0,,J1772,,,
59819,202117,ELEC,public,GPS,42.3384,-71.086446,Boston,MA,,1.0,,J1772,,,
59820,202118,ELEC,public,GPS,42.338406,-71.086431,Boston,MA,,1.0,,J1772,,,
59821,202119,ELEC,public,GPS,42.338428,-71.086402,Boston,MA,,1.0,,J1772,,,
59822,202120,ELEC,public,GPS,42.338486,-71.086335,Boston,MA,,1.0,,J1772,,,
59823,202121,ELEC,public,GPS,42.338468,-71.086356,Boston,MA,,1.0,,J1772,,,
59824,202124,ELEC,public,GPS,42.729469,-73.698687,Watervliet,NY,,2.0,,J1772,,,
59825,202125,ELEC,public,GPS,42.729729,-73.698588,Watervliet,NY,,2.0,,J1772,,,
59826,202126,ELEC,public,GPS,42.729649,-73.69862,Watervliet,NY,,2.0,,J1772,,,
59827,202127,ELEC,public,GPS,42.729761,-73.698586,Watervliet,NY,,2.0,,J1772,,,
59836,202138,ELEC,public,GPS,42.027998,-73.854907,Red Hook,NY,,2.0,,J1772,,,
59837,202139,ELEC,public,GPS,42.027948,-73.854998,Red Hook,NY,,2.0,,J1772,,,
59839,202141,ELEC,public,GPS,43.011383,-78.968145,Grand Island,NY,,,1.0,CHADEMO J1772COMBO,,,
59840,202142,ELEC,public,GPS,43.011412,-78.968102,Grand Island,NY,,,1.0,CHADEMO J1772COMBO,,,
59841,202143,ELEC,public,GPS,43.011199,-78.968177,Grand Island,NY,,1.0,,J1772,,,
59842,202144,ELEC,public,GPS,43.011088,-78.968309,Grand Island,NY,,1.0,,J1772,,,
59843,202145,ELEC,public,GPS,43.011574,-78.968556,Grand Island,NY,,1.0,,J1772,,,
59859,202163,ELEC,public,GPS,40.674612,-73.944569,Brooklyn,NY,,2.0,,J1772,,,
59860,202164,ELEC,public,GPS,40.649116,-74.006479,Brooklyn,NY,,2.0,,J1772,,,
59861,202165,ELEC,public,GPS,40.668517,-73.983283,Brooklyn,NY,,2.0,,J1772,,,
59878,202184,ELEC,public,GPS,41.879448,-70.90226,Middleborough,MA,,2.0,,J1772,,,
